case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,wall_time_s
94,CplusLog,15,15,15,7454.014,274,15,1,29,5192.37972566337,5745.014095652529,3641.379725663369,2103.634369989159,1370.0,264.0,75.0,0,6,C,0.22984690000885166
95,CplusLog,12,12,12,8179.866,344,12,1,29,5566.5264323263955,6068.865541980988,3629.5264323263946,2439.339109654599,1720.0,331.0,60.0,0,5,C,0.27499199999147095
96,CplusLog,12,12,12,7401.903,342,12,1,29,5660.689734908863,5295.903310385174,3671.689734908862,1624.2135754763115,1710.0,336.0,60.0,0,6,C,0.21985349999158643
97,CplusLog,13,13,13,8568.196,319,13,1,29,5356.5264323263955,6611.195660276988,3629.5264323263946,2981.669227950593,1595.0,297.0,65.0,0,8,C,0.4274378000118304
98,CplusLog,11,11,11,9343.17,410,11,1,29,5902.5264323263955,6848.170211189894,3629.5264323263946,3218.6437788635003,2050.0,390.0,55.0,0,2,C,0.4579888000153005
99,CplusLog,13,13,13,7941.809,347,13,1,29,5572.5264323263955,5806.80869778611,3629.5264323263946,2177.2822654597176,1735.0,335.0,65.0,0,5,C,0.5745251000043936
100,CplusLog,13,13,13,7223.741,318,13,1,29,5509.220677497625,5254.741458994719,3669.220677497624,1585.520781497094,1590.0,314.0,65.0,0,5,C,0.2645886999962386
101,CplusLog,12,12,12,7827.448,381,12,1,29,5851.213725239683,5488.44771234765,3657.2137252396824,1831.233987107968,1905.0,374.0,60.0,0,5,C,0.37137259999872185
102,CplusLog,12,12,12,7936.654,365,12,1,29,5680.5264323263955,5700.6535659878555,3629.5264323263946,2071.127133661463,1825.0,351.0,60.0,0,5,C,0.47277419999591075
103,CplusLog,14,14,14,7353.211,282,14,1,29,5182.5264323263955,5602.211125103153,3629.5264323263946,1972.6846927767592,1410.0,271.0,70.0,0,6,C,0.44200529999216087
104,CplusLog,13,13,13,7941.028,314,13,1,29,5447.475286129512,6000.027716214589,3673.475286129512,2326.5524300850793,1570.0,306.0,65.0,0,2,C,0.368920100008836
105,CplusLog,13,13,13,8301.475,378,13,1,29,5572.5264323263955,5984.4749190404455,3629.5264323263946,2354.9484867140527,1890.0,362.0,65.0,0,7,C,0.30064349999884143
106,CplusLog,16,16,16,7355.289,297,16,1,29,4948.94439469198,5501.289364400581,3318.9443946919805,2182.3449697086,1485.0,289.0,80.0,0,5,C,0.3828749999811407
107,CplusLog,12,12,12,6721.962,299,12,1,29,5400.217186691753,4875.961924939241,3674.2171866917524,1201.7447382474875,1495.0,291.0,60.0,0,8,C,0.29275649998453446
108,CplusLog,16,16,16,3854.575,111,16,1,29,1330.2863488729986,3121.5750717011324,840.2863488729986,2281.2887228281343,555.0,98.0,80.0,0,9,C,0.5336119999992661
109,CplusLog,15,15,15,7826.667,309,15,1,29,5369.965348319621,5905.667128181311,3631.96534831962,2273.7017798616935,1545.0,301.0,75.0,0,5,C,0.43262720000348054
110,CplusLog,11,11,11,8655.972,379,11,1,29,5746.5264323263955,6342.9723414954315,3629.5264323263946,2713.4459091690387,1895.0,363.0,55.0,0,4,C,0.3396442999946885
111,CplusLog,12,12,12,7280.414,333,12,1,29,5547.862174395579,5230.413840230909,3629.862174395578,1600.5516658353338,1665.0,325.0,60.0,0,6,C,0.3405983000120614
112,CplusLog,16,16,16,6781.795,245,16,1,29,3591.140873057046,5250.794943296476,2440.140873057046,2810.654070239429,1225.0,226.0,80.0,0,9,C,0.6511218000086956
113,CplusLog,11,11,11,7879.133,360,11,1,29,5774.336272901692,5668.13276964461,3670.3362729016912,1997.7964967429168,1800.0,356.0,55.0,0,2,C,0.19249139999737963
114,CplusLog,13,13,13,9164.551,373,13,1,29,5728.5264323263955,6871.550972675402,3629.5264323263946,3242.024540349007,1865.0,363.0,65.0,0,3,C,0.406883600022411
115,CplusLog,11,11,11,7832.329,353,11,1,29,5619.885877147044,5674.329354872485,3629.885877147043,2044.4434777254437,1765.0,338.0,55.0,0,5,C,0.5391720999905374
116,CplusLog,11,11,11,7746.04,371,11,1,29,5779.637335090346,5472.03965913353,3633.637335090346,1838.4023240431832,1855.0,364.0,55.0,0,4,C,0.33815860000322573
117,CplusLog,11,11,11,7845.745,334,11,1,29,5554.5264323263955,5791.744602844735,3629.5264323263946,2162.2181705183416,1670.0,329.0,55.0,0,6,C,0.27171800000360236
118,CplusLog,16,16,16,7516.187,294,16,1,29,3823.4926307306223,5689.186832645583,2606.4926307306223,3082.694201914963,1470.0,277.0,80.0,0,8,C,0.8336598000023514
119,CplusLog,16,16,16,7596.434,264,16,1,29,4932.17467465282,5939.433527532105,3463.174674652819,2476.258852879285,1320.0,257.0,80.0,0,7,C,0.4774295999959577
120,CplusLog,16,16,16,6568.206,267,16,1,29,1852.8865399969663,4904.206329865951,1157.8865399969663,3746.319789868987,1335.0,249.0,80.0,0,5,C,0.773300200002268
121,CplusLog,11,11,11,8234.243,344,11,1,29,5608.5264323263955,6120.24343717344,3629.5264323263946,2490.717004847044,1720.0,339.0,55.0,0,4,C,0.35977120001916774
122,CplusLog,14,14,14,7675.331,306,14,1,29,5350.5264323263955,5776.330721958082,3629.5264323263946,2146.8042896316865,1530.0,299.0,70.0,0,4,C,0.5097478000097908
123,CplusLog,16,16,16,6537.967,250,16,1,29,2833.991980991911,4977.9665177739535,1911.991980991911,3065.974536782045,1250.0,230.0,80.0,0,2,C,0.7810116000182461
124,CplusLog,15,15,15,7529.601,280,15,1,29,5270.926386661461,5779.601401190387,3658.9263866614606,2120.675014528927,1400.0,275.0,75.0,0,7,C,0.2083922000019811
125,CplusLog,16,16,16,7585.111,254,16,1,29,4163.018030854491,5990.111343852024,2778.0180308544914,3212.0933129975333,1270.0,245.0,80.0,0,7,C,0.36905060001299717
126,CplusLog,13,13,13,8169.293,298,13,1,29,5231.44253236477,6340.293173721816,3643.4425323647692,2696.8506413570494,1490.0,274.0,65.0,0,9,C,0.7605304000026081
127,CplusLog,15,15,15,8072.909,306,15,1,29,5336.2361959814025,6178.9092325841075,3652.2361959814016,2526.673036602709,1530.0,289.0,75.0,0,5,C,0.4252159000025131
128,CplusLog,15,15,15,7517.585,265,15,1,29,5140.921013650324,5860.584825498155,3643.9210136503234,2216.663811847831,1325.0,257.0,75.0,0,5,C,0.33637140001519583
129,CplusLog,10,10,10,7658.615,373,10,1,29,5800.5264323263955,5375.61470465623,3629.5264323263946,1746.0882723298364,1865.0,368.0,50.0,0,2,C,0.14303420000942424
130,CplusLog,15,15,15,7865.433,294,15,1,29,5260.5264323263955,6035.433275609012,3629.5264323263946,2405.9068432826157,1470.0,285.0,75.0,0,3,C,0.5215448999952059
131,CplusLog,16,16,16,6220.97,225,16,1,29,4173.369788528068,4799.969605811379,2944.3697885280676,1855.5998172833101,1125.0,216.0,80.0,0,6,C,0.48817520000739023
132,CplusLog,15,15,15,8521.208,308,15,1,29,5266.5264323263955,6622.207531381918,3629.5264323263946,2992.681099055524,1540.0,284.0,75.0,0,4,C,0.6935477000079118
133,CplusLog,12,12,12,8645.881,358,12,1,29,5614.5264323263955,6452.881238802713,3629.5264323263946,2823.354806476319,1790.0,343.0,60.0,0,5,C,0.49077470001066104
134,CplusLog,14,14,14,7681.648,265,14,1,29,5104.5264323263955,6030.648118902131,3629.5264323263946,2401.1216865757365,1325.0,256.0,70.0,0,4,C,0.36778030000277795
135,CplusLog,10,10,10,7802.986,407,10,1,29,5974.5264323263955,5319.986016177299,3629.5264323263946,1690.4595838509028,2035.0,398.0,50.0,0,4,C,0.3166417000174988
136,CplusLog,16,16,16,8475.424,382,16,1,29,4539.369788528068,6108.424028209931,2944.3697885280676,3164.054239681864,1910.0,377.0,80.0,0,4,C,0.5254916000121739
137,CplusLog,14,14,14,7944.892,305,14,1,29,5294.402048892574,6065.892348778008,3652.4020488925735,2413.4902998854377,1525.0,284.0,70.0,0,6,C,0.48587780000525527
138,CplusLog,12,12,12,7577.231,341,12,1,29,5662.509276643953,5483.230975182747,3710.509276643952,1772.7216985387945,1705.0,329.0,60.0,0,4,C,0.30857349999132566
139,CplusLog,16,16,16,7125.894,301,16,1,29,4453.466946440433,5260.893878521846,2949.466946440433,2311.426932081414,1505.0,280.0,80.0,0,6,C,0.7713760000187904
140,CplusLog,11,11,11,7789.35,369,11,1,29,5698.672392389046,5539.350487744023,3630.672392389045,1908.6780953549778,1845.0,350.0,55.0,0,4,C,0.3579920999763999
141,CplusLog,10,10,10,8038.549,384,10,1,29,5740.5264323263955,5709.549117268882,3629.5264323263946,2080.0226849424885,1920.0,359.0,50.0,0,4,C,0.5622490999812726
142,CplusLog,10,10,10,8068.486,385,10,1,29,5824.5264323263955,5717.486181630781,3629.5264323263946,2087.9597493043852,1925.0,376.0,50.0,0,3,C,0.32292959999176674
143,CplusLog,16,16,16,8180.351,323,16,1,29,3853.4926307306223,6180.351486722281,2606.4926307306223,3573.85885599166,1615.0,305.0,80.0,0,7,C,0.6587358000106178
144,CplusLog,11,11,11,7578.386,364,11,1,29,5754.809887161907,5345.385786580678,3644.809887161906,1700.5758994187709,1820.0,358.0,55.0,0,5,C,0.23823000001721084
145,CplusLog,11,11,11,8943.7,412,11,1,29,5986.5264323263955,6427.700290547522,3629.5264323263946,2798.173858221128,2060.0,401.0,55.0,0,2,C,0.3096101999981329
146,CplusLog,12,12,12,8208.717,346,12,1,29,5578.5264323263955,6082.7171767118,3629.5264323263946,2453.1907443854084,1730.0,336.0,60.0,0,6,C,0.40797139998176135
147,CplusLog,10,10,10,7743.737,359,10,1,29,5714.5045992125815,5549.737165255293,3658.5045992125806,1891.2325660427123,1795.0,349.0,50.0,0,4,C,0.2903060000098776
