case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
26,Cplus3F,10,10,10,8912.328,457,10,1,29,6220.0588305959445,6151.327832737081,3679.058830595943,2472.269002141139,2285.0,426.0,50.0,0,1,C,134,44,0.22426640000776388
26,C3FDirect,10,10,10,8912.328,457,10,1,29,6220.0588305959445,6151.327832737081,3679.058830595943,2472.269002141139,2285.0,426.0,50.0,0,1,C,134,44,0.26799960000789724
26,B,10,10,10,8538.593,399,10,1,27,6426.8719793931805,6098.59337744262,4081.871979393182,2016.7213980494378,1995.0,395.0,50.0,0,,,,,0.17385799999465235
26,C,10,10,10,9252.303,496,10,1,29,6328.180525291938,6242.303348450473,3679.1805252919376,2563.1228231585364,2480.0,480.0,50.0,0,,,,,0.23332540001138113
27,Cplus3F,15,15,15,8107.117,369,15,1,29,5713.618499120738,5826.117160444805,3678.6184991207383,2147.498661324069,1845.0,361.0,75.0,0,3,C,129,76,0.26324230001773685
27,C3FDirect,15,15,15,8107.117,369,15,1,29,5713.618499120738,5826.117160444805,3678.6184991207383,2147.498661324069,1845.0,361.0,75.0,0,3,C,129,76,0.26598689999082126
27,B,15,15,15,8768.308,374,15,1,27,6285.913892560822,6459.308110627676,4130.913892560822,2328.3942180668555,1870.0,364.0,75.0,0,,,,,0.35987159999785945
27,C,15,15,15,8148.327,345,15,1,29,5590.5264323263955,6008.327088341501,3629.5264323263946,2378.8006560151066,1725.0,340.0,75.0,0,,,,,0.4473606999963522
28,Cplus3F,11,11,11,8758.341,444,11,1,29,6089.182574032415,6053.341226178315,3663.1825740324134,2390.158652145904,2220.0,430.0,55.0,0,2,C,102,59,0.2860672000097111
28,C3FDirect,11,11,11,8758.341,444,11,1,29,6089.182574032415,6053.341226178315,3663.1825740324134,2390.158652145904,2220.0,430.0,55.0,0,2,C,102,59,0.3050832000153605
28,B,11,11,11,9242.675,438,11,1,27,6667.292280128484,6566.675095969417,4132.292280128485,2434.382815840933,2190.0,431.0,55.0,0,,,,,0.2830083000008017
28,C,11,11,11,9227.858,475,11,1,29,6145.700957374678,6341.857927486198,3639.7009573746764,2702.156970111525,2375.0,456.0,55.0,0,,,,,0.5686538000009023
29,Cplus3F,15,15,15,9024.704,393,15,1,29,5711.06429450225,6619.704402900096,3652.06429450225,2967.640108397844,1965.0,365.0,75.0,0,4,C,179,79,0.35208959999727085
29,C3FDirect,15,15,15,9024.704,393,15,1,29,5711.06429450225,6619.704402900096,3652.06429450225,2967.640108397844,1965.0,365.0,75.0,0,4,C,179,79,0.4009373000008054
