case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
33,B,16,16,16,9093.148,488,16,1,27,6848.519463876245,6104.148435610888,4144.519463876246,1959.6289717346451,2440.0,469.0,80.0,0,,,,,0.24817989999428391
33,C,16,16,16,10148.752,566,16,1,29,6346.526432326396,6689.752342949968,3629.5264323263946,3060.2259106235715,2830.0,549.0,80.0,0,,,,,0.5799170999962371
34,Cplus3F,16,16,16,8238.299,417,16,1,27,4263.8506731316065,5664.298515135506,2657.850673131607,3006.4478420039013,2085.0,409.0,80.0,0,0,B,0,0,0.73510510000051
34,C3FDirect,16,16,16,7728.698,362,16,1,29,5352.00666896739,5489.698485824529,3318.00666896739,2171.6918168571383,1810.0,349.0,80.0,0,0,C,160,81,0.22043970000231639
34,B,16,16,16,8238.299,417,16,1,27,4263.8506731316065,5664.298515135506,2657.850673131607,3006.4478420039013,2085.0,409.0,80.0,0,,,,,0.7264114999852609
34,C,16,16,16,8519.975,478,16,1,29,5846.56580575379,5587.974976147759,3288.5658057537885,2299.409170393971,2390.0,462.0,80.0,0,,,,,0.4464723999844864
35,Cplus3F,16,16,16,8905.23,399,16,1,27,5861.809093158493,6459.229719287398,3790.809093158495,2668.420626128908,1995.0,371.0,80.0,0,0,B,0,0,0.7764592000166886
35,C3FDirect,16,16,16,8396.257,402,16,1,29,5441.61934437418,5921.256657580931,3359.619344374178,2561.637313206753,2010.0,385.0,80.0,0,0,C,210,99,0.30615940000279807
35,B,16,16,16,8905.23,399,16,1,27,5861.809093158493,6459.229719287398,3790.809093158495,2668.420626128908,1995.0,371.0,80.0,0,,,,,0.838995199999772
35,C,16,16,16,9404.761,566,16,1,29,5886.783237970538,5943.760902875321,3291.7832379705364,2651.9776649047863,2830.0,551.0,80.0,0,,,,,0.43923309998353943
36,Cplus3F,16,16,16,8372.933,357,16,1,27,5365.628771976929,6161.933051985432,3441.6287719769307,2720.3042800085004,1785.0,346.0,80.0,0,0,B,0,0,0.36708500000531785
36,C3FDirect,16,16,16,7193.859,331,16,1,29,4289.924158602541,5152.858680028828,2637.924158602542,2514.934521426288,1655.0,306.0,80.0,0,0,C,274,70,0.35481329998583533
36,B,16,16,16,8372.933,357,16,1,27,5365.628771976929,6161.933051985432,3441.6287719769307,2720.3042800085004,1785.0,346.0,80.0,0,,,,,0.34284609998576343
36,C,16,16,16,8178.918,531,16,1,29,4731.383396420996,4920.917893486011,2627.383396420996,2293.5344970650144,2655.0,523.0,80.0,0,,,,,0.3603372999932617
37,Cplus3F,16,16,16,9841.016,426,16,1,27,5384.858021128693,7217.01595336678,3461.8580211286944,3755.157932238087,2130.0,414.0,80.0,0,0,B,0,0,0.47924369998509064
37,C3FDirect,16,16,16,8195.79,370,16,1,29,4634.951110538082,5910.79032400466,2847.9511105380816,3062.8392134665783,1850.0,355.0,80.0,0,0,C,228,88,0.42891810002038255
37,B,16,16,16,9841.016,426,16,1,27,5384.858021128693,7217.01595336678,3461.8580211286944,3755.157932238087,2130.0,414.0,80.0,0,,,,,0.47682839998742566
